"id","source_line","requirement","implementation","evidence","status","notes"
"5.6","162","支持随时编辑任意一轮提示词。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.7","163","支持删除任意一轮提示词。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.8","164","支持调整提示词轮次顺序。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.9","165","支持单独复制任意一轮提示词。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.10","166","支持一键复制当前项目的全部提示词。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.11","167","复制操作不能自动创建下一轮。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.12","168","提示词内容输入后自动保存。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.13","169","自动保存的耐久性要求：停止输入约 300 毫秒内将当前内容完整写入本地数据库并确保落盘（超大内容可放宽到约 1 秒）。正常关闭和可正常处理的异常退出不得丢失任何内容；程序崩溃、系统强制终止或断电的最坏情况，只允许丢失最近约 1 秒内的输入。保存失败时必须立即持续显示“内容尚未安全保存”警告，不得把未落盘内容标成已保存。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"5.14","170","完全不记录 AI 的回答。","单草稿原子转正式轮、独立 revision、重排、复制、FULL 同步自动保存","自动化：db::tests、浏览器主流程 E2E；人工：验收报告-0.1.4 中的隔离 EXE 启停冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.1.1","178","完整支持 CommonMark 和 GitHub Flavored Markdown（GFM）常用语法。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.1.2","179","支持标题、段落、软换行和硬换行、粗体、斜体、粗斜体、删除线、引用、分隔线、链接、自动链接和转义字符。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.1.3","180","支持有序列表、无序列表、嵌套列表、任务列表和表格。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.1.4","181","支持行内代码、缩进代码块和围栏代码块。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.1.5","182","首个版本不包含数学公式、Mermaid 图表、脚注、自动目录、YAML Front Matter 和 GitHub Alerts 等专业扩展。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.1.6","183","Markdown 中无法识别或暂不支持的语法必须以原始文本安全显示并完整保留，不能静默删除内容。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.1","187","默认提供 Markdown 所见即所得编辑模式，用户可以直接对渲染后的标题、列表、引用、表格、代码块等内容进行编辑。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.2","188","同时提供 Markdown 源码模式，用户可以随时查看和编辑完整原文。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.3","189","两种模式必须双向同步，切换模式、只读查看或打开历史轮次不能造成内容丢失。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.4","190","数据层始终以 Markdown 原文作为唯一内容来源，不以生成后的 HTML 或专有富文本格式保存提示词。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.5","191","仅切换模式不得改写 Markdown 原文；在所见即所得模式中实际编辑后，可以规范化等价的 Markdown 标记，但不得改变文本语义、代码内容、链接地址、列表层级或表格数据。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.6","192","提供常见格式工具栏和常规 Markdown 编辑快捷键，但界面保持简洁，不强制用户学习 Markdown 语法。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.7","193","中文输入法组合输入、撤销恢复、选区、光标位置、复制和粘贴在两种模式下都必须正常工作；输入法候选尚未上屏时不得保存不完整的组合文本。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS_EXTERNAL_PENDING","组合事件与中文文本已自动化通过；微软拼音候选窗仍需真人输入验收"
"6.2.8","194","“复制当前轮”和“复制全部”默认复制 Markdown 原文，保证粘贴到其他 AI 或编程工具后结构不变。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.2.9","195","所见即所得解析失败时必须保留原始 Markdown，停止覆盖保存并自动提供源码模式进行查看和修复。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.1","199","围栏代码块支持语言标记和常见编程语言的离线语法高亮；未知语言按纯文本正常显示。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.2","200","代码块必须保留空格、缩进、Tab、换行和长行内容。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.3","201","每个代码块提供独立复制按钮，复制时只复制代码正文。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.4","202","长代码行支持横向滚动或用户控制的自动换行，不能撑破界面。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.5","203","代码高亮样式必须同时适配深色和全部浅色主题。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.6","204","Markdown 原始 HTML 仅允许经过严格安全过滤后的常见标签；脚本、事件属性、iframe、危险协议和其他可执行内容一律禁止。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.7","205","Markdown 图片语法予以识别并保留，但首个版本不提供图片粘贴、上传、附件存储或图片管理。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.8","206","远程图片默认只显示占位信息和替代文本，不自动联网加载；用户主动点击后才允许临时加载该图片。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.3.9","207","所有 Markdown 渲染、代码高亮、样式和字体资源随软件本地提供，不使用 CDN。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.1","211","历史轮次在时间线中默认显示为紧凑预览，默认展示 5 个视觉文本行。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.2","212","用户可以在设置中调整默认预览行数，至少支持 1～20 行和“不折叠”，设置全局生效并自动保存。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.3","213","预览行数以界面渲染后的视觉行数计算，不以 Markdown 原文中的换行符数量计算。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.4","214","折叠预览仍按 Markdown 安全渲染，超出部分隐藏，并显示渐隐效果和明确的“展开”入口。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.5","215","为避免展开长内容挤走后续轮次，点击轮次或“展开”后，在固定详情区域显示该轮完整内容，不在原位置将卡片无限撑高。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.6","216","宽窗口使用右侧详情面板；窄窗口使用覆盖式详情抽屉。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.7","217","打开或关闭详情时，时间线中其他轮次的高度、展开状态、顺序和滚动位置不得改变。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.8","218","详情区域支持完整阅读、所见即所得编辑、源码编辑、复制和收起；按 `Esc` 可以关闭并将焦点返回原轮次。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.9","219","当前草稿可以自动显示在详情编辑区域，历史轮次继续保持紧凑预览。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.4.10","220","提供一键收起详情的操作。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.1","224","当前项目内容区采用左侧轮次时间线和右侧详情区域；项目列表仍作为最左侧的独立导航区域。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.2","225","时间线按当前排列顺序展示每一轮提示词，并为每轮记录创建时间、首次保存为正式轮次的时间和最后修改时间。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.3","226","正式轮次主要显示完整保存时间；后续编辑过的轮次补充显示最后修改时间。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.4","227","当前草稿显示“草稿”和最近一次自动保存时间。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.5","228","时间使用系统本地时区；简略显示时，鼠标悬停必须能够看到包含日期和秒数的完整时间。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.6","229","调整轮次顺序不得修改该轮原始保存时间。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.7","230","提供“显示轮次序号”开关，默认开启并自动记忆。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.8","231","序号使用高对比度圆形或圆角徽标显示；当前选中轮次使用主题强调色突出显示。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.9","232","页面明显位置显示“当前：第 N 轮 / 共 M 轮”。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.5.10","233","显示序号代表当前排列中的位置；删除或调整顺序后自动重新编号，数据定位仍使用不会变化的内部 ID。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.1","237","时间线滚动超过一个窗口高度后，显示悬浮的“一键回到顶部”按钮。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.2","238","回到顶部只改变当前项目时间线的浏览位置，不改变当前轮内容、编辑状态或选中状态。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.3","239","鼠标滚轮使用系统原生滚动，不使用容易产生延迟或滚动冲突的强制接管方案。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.4","240","时间线或轮次卡片获得焦点时，`↑`、`↓` 可以连续定位上一轮和下一轮，并自动将目标轮次平滑带入可视区域。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.5","241","时间线支持 `PageUp`、`PageDown` 翻页，并支持 `Home`、`End` 定位首轮和末轮。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.6","242","编辑器获得焦点时，方向键、`Home` 和 `End` 必须保持正常的文字光标功能，不能被全局轮次导航拦截。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.7","243","鼠标点击、滚轮和键盘切换后，当前轮必须具有一致且明显的选中反馈。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.8","244","软件应记忆每个项目的时间线位置；重新进入项目后恢复到上次轮次和浏览位置。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"6.6.9","245","程序化定位使用短而自然的平滑动画；Windows 开启“减少动画”时改为即时定位。","Milkdown/CodeMirror 双模式、源码安全门、ReactMarkdown 消毒、Shiki、本地虚拟时间线与固定详情","Markdown/Vitest；20 次字节保真 E2E；组合事件 E2E；千轮 E2E","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.1","251","首个版本只交付免安装便携版，不制作安装程序。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.2","252","当前个人精简版在已安装 Microsoft Edge WebView2 Runtime 的受支持 Windows 上，用户解压后可以直接运行主 EXE，不要求管理员权限，不强制写入注册表。当前目标电脑已经具备该运行时。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS_EXTERNAL_PENDING","本机 Win11 发布 EXE 已通过；Win10 22H2 干净机需外部验收"
"7.3","253","程序设置、项目数据和自动备份默认保存在程序同目录的专用数据文件夹中，移动整个程序目录即可一并迁移数据。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.4","254","首次运行时自动创建所需数据目录，不覆盖同目录中的其他文件。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.5","255","当程序目录不可写时，必须使用简体中文明确提示并让用户选择可写的数据目录，不能静默丢失内容。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.6","256","移动或复制便携版目录应在软件完全退出后进行。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.7","257","软件运行时的核心功能无需联网，不能在首次启动时临时下载 Markdown 渲染器、代码高亮包或其他业务依赖。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"7.8","258","如果未来移动到缺少 WebView2 Runtime 的电脑，精简版只显示原生中文说明并安全退出，不静默联网下载；需要完全不依赖系统 WebView2 的场景另行制作体积显著更大的完整离线便携包，不属于当前个人首版交付。","无安装 Tauri EXE、EXE 相邻 data、可写探测/定位器/锁、离线资源与 WebView2 前置检查","自动化：paths.rs 测试、便携包验证；人工：验收报告-0.1.4 中的隔离 EXE 首启/关闭冒烟","IMPLEMENTED_EXTERNAL_PENDING","原生缺失分支已实现；当前机器已安装 WebView2，无法物理移除验证"
"8.1","264","支持 `Ctrl+Z` 撤销操作。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"8.2","265","支持撤销文字编辑。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"8.3","266","支持撤销误删除的提示词轮次。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"8.4","267","支持撤销误删除的项目。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"8.5","268","支持撤销错误的顺序调整。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"8.6","269","删除后提供明显但不打扰操作的恢复入口。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"8.7","270","撤销和恢复过程不能影响其他项目的数据。","编辑器撤销栈、结构操作 Toast 撤销、持续保留的回收站与项目隔离恢复","appStore；db 回收站测试；设置最近删除界面","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"9.1","276","支持全文搜索。","SQLite FTS5 trigram + 短词 LIKE；请求序号防旧结果覆盖；直接定位","自动化：db 搜索测试、浏览器主流程 E2E；原生边界：验收报告-0.1.4 的隔离 EXE 冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"9.2","277","搜索范围包括所有项目和全部提示词轮次。","SQLite FTS5 trigram + 短词 LIKE；请求序号防旧结果覆盖；直接定位","自动化：db 搜索测试、浏览器主流程 E2E；原生边界：验收报告-0.1.4 的隔离 EXE 冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"9.3","278","搜索结果显示对应项目和提示词内容。","SQLite FTS5 trigram + 短词 LIKE；请求序号防旧结果覆盖；直接定位","自动化：db 搜索测试、浏览器主流程 E2E；原生边界：验收报告-0.1.4 的隔离 EXE 冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"9.4","279","点击搜索结果后能够直接定位到对应项目和轮次。","SQLite FTS5 trigram + 短词 LIKE；请求序号防旧结果覆盖；直接定位","自动化：db 搜索测试、浏览器主流程 E2E；原生边界：验收报告-0.1.4 的隔离 EXE 冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
"9.5","280","搜索过程应快速、实时。","SQLite FTS5 trigram + 短词 LIKE；请求序号防旧结果覆盖；直接定位","自动化：db 搜索测试、浏览器主流程 E2E；原生边界：验收报告-0.1.4 的隔离 EXE 冒烟","LOCAL_PASS","实现并纳入本机自动化或桌面验收"
